mode,seed,frame,mask_pixels,nrmse,log_luma_mae,luminance_bias,masked_nonfinite_rate,full_nonfinite_rate
scatter-backup,2027,53,2223,0.4849440826287068,0.05321647971868515,0.0003722359542734921,0.0,0.0
scatter-backup,4093,53,2223,0.8070228201773962,0.054173268377780914,0.0036358688957989216,0.0,0.0
scatter-backup,8089,53,2223,0.4880756238039627,0.051589176058769226,-0.0031553818844258785,0.0,0.0
gather-robust,101,62,2448,0.45286306891328204,0.03649842366576195,-0.0046670520678162575,0.0,0.0
gather-robust,1009,62,2448,0.45735716715745833,0.03743695840239525,-0.0014109371695667505,0.0,0.0
gather-robust,2027,62,2448,0.44149570253496884,0.037823233753442764,-6.701139500364661e-05,0.0,0.0
gather-robust,4093,62,2448,0.4009548492727317,0.035794373601675034,-0.001104640425182879,0.0,0.0
gather-robust,8089,62,2448,0.48576832357225,0.037658583372831345,-0.001899310969747603,0.0,0.0
scatter-only,101,62,2448,0.841459191389678,0.09538120776414871,-0.007049520965665579,0.0,0.0
scatter-only,1009,62,2448,0.828926781398286,0.09374803304672241,0.0008088917238637805,0.0,0.0
scatter-only,2027,62,2448,0.8945572263236835,0.09684690833091736,-0.0007725292816758156,0.0,0.0
scatter-only,4093,62,2448,0.7790372787014515,0.09345656633377075,-0.004404998850077391,0.0,0.0
scatter-only,8089,62,2448,0.8548783297192905,0.09668057411909103,-0.0001945217518368736,0.0,0.0
scatter-backup,101,62,2448,0.5269527713150445,0.052571214735507965,-0.0025306246243417263,0.0,0.0
scatter-backup,1009,62,2448,0.53013924143262,0.05205337703227997,-0.0009193022851832211,0.0,0.0
scatter-backup,2027,62,2448,0.5120711360224778,0.053180575370788574,-0.00013042631326243281,0.0,0.0
scatter-backup,4093,62,2448,0.46375411094289176,0.04975670948624611,-0.002595585072413087,0.0,0.0
scatter-backup,8089,62,2448,0.5047692499149624,0.05158637464046478,-0.0037287496961653233,0.0,0.0
gather-robust,101,71,2976,0.4588668811164696,0.04170011356472969,-0.0029241559095680714,0.0,0.0
gather-robust,1009,71,2976,0.46894756124130516,0.04005102440714836,-0.0038459261413663626,0.0,0.0
gather-robust,2027,71,2976,0.5093939974968391,0.04053696244955063,0.0020084420684725046,0.0,0.0
gather-robust,4093,71,2976,0.8156310300739941,0.043541304767131805,1.500002144894097e-05,0.0,0.0
gather-robust,8089,71,2976,0.4829734166668882,0.041951533406972885,-0.001844140817411244,0.0,0.0
scatter-only,101,71,2976,0.8913275141335957,0.10288041830062866,-0.0008411937742494047,0.0,0.0
scatter-only,1009,71,2976,0.8553563379759171,0.10039113461971283,-0.006778687704354525,0.0,0.0
scatter-only,2027,71,2976,0.8837315195943717,0.10236147046089172,0.0017565902089700103,0.0,0.0
scatter-only,4093,71,2976,0.8968030369978688,0.10398340970277786,-0.0016696542734280229,0.0,0.0
scatter-only,8089,71,2976,0.8951518351226515,0.10252688080072403,0.002572084544226527,0.0,0.0
scatter-backup,101,71,2976,0.5244039227780506,0.05393265187740326,-0.0018272401066496968,0.0,0.0
scatter-backup,1009,71,2976,0.5143976374865326,0.05339685454964638,-0.002606674563139677,0.0,0.0
scatter-backup,2027,71,2976,0.5413773980489933,0.052824050188064575,-0.0012727275025099516,0.0,0.0
scatter-backup,4093,71,2976,0.6277420819131571,0.05564263090491295,0.003746703499928117,0.0,0.0
scatter-backup,8089,71,2976,0.5901688016751658,0.057371847331523895,0.003056358313187957,0.0,0.0
gather-robust,101,80,2675,0.4200495943011181,0.03999978303909302,-0.0038986080326139927,0.0,0.0
gather-robust,1009,80,2675,0.45618065600866176,0.04201589524745941,0.0023444299586117268,0.0,0.0
gather-robust,2027,80,2675,0.43368348491475245,0.04292985796928406,0.0008770260028541088,0.0,0.0
gather-robust,4093,80,2675,0.6380714127107062,0.04288647323846817,-0.0010867711389437318,0.0,0.0
gather-robust,8089,80,2675,0.5071871418968984,0.043133608996868134,0.0009060072479769588,0.0,0.0
scatter-only,101,80,2675,0.8926415801857143,0.10636896640062332,-0.00024928778293542564,0.0,0.0
scatter-only,1009,80,2675,0.8489647028632483,0.10157040506601334,-0.0005641776951961219,0.0,0.0
scatter-only,2027,80,2675,0.9705924370867511,0.10630879551172256,0.0037277385126799345,0.0,0.0
scatter-only,4093,80,2675,0.8619115788582944,0.10463517904281616,-0.0027341169770807028,0.0,0.0
scatter-only,8089,80,2675,0.9091095742968262,0.10632757842540741,0.006343300919979811,0.0,0.0
scatter-backup,101,80,2675,0.5536048680778709,0.05529658496379852,-0.0041794562712311745,0.0,0.0
scatter-backup,1009,80,2675,0.5688408497372245,0.05608729273080826,0.0026768550742417574,0.0,0.0
scatter-backup,2027,80,2675,0.5539508580074484,0.05421459674835205,-0.0006293876213021576,0.0,0.0
scatter-backup,4093,80,2675,0.5283860807750886,0.056885261088609695,0.0018005467718467116,0.0,0.0
scatter-backup,8089,80,2675,0.5704338356222751,0.05812295898795128,-0.0020362194627523422,0.0,0.0
gather-robust,101,89,3027,0.42146126814076185,0.04098781198263168,-0.0031037391163408756,0.0,0.0
gather-robust,1009,89,3027,0.4458010233337939,0.04134368523955345,-0.00022040490875951946,0.0,0.0
gather-robust,2027,89,3027,1.5273793126781046,0.04462546855211258,0.015883201733231544,0.0,0.0
gather-robust,4093,89,3027,0.4667521996195414,0.041191812604665756,-0.001212631817907095,0.0,0.0
gather-robust,8089,89,3027,0.5349095508874067,0.04245257377624512,-0.00015254630125127733,0.0,0.0
scatter-only,101,89,3027,0.9008470786445505,0.09834177792072296,0.000544426089618355,0.0,0.0
scatter-only,1009,89,3027,0.8376115223471661,0.09636660665273666,-0.008291213773190975,0.0,0.0
scatter-only,2027,89,3027,1.0002069789164232,0.09978547692298889,0.003828175365924835,0.0,0.0
scatter-only,4093,89,3027,0.8888161416836438,0.10130740702152252,-0.0016953705344349146,0.0,0.0
scatter-only,8089,89,3027,0.9247666856059844,0.10112464427947998,0.0026400103233754635,0.0,0.0
scatter-backup,101,89,3027,1.6365760878880862,0.05604560673236847,0.0063339713960886,0.0,0.0
scatter-backup,1009,89,3027,0.5715748131716216,0.05475056543946266,-0.00022130411525722593,0.0,0.0
scatter-backup,2027,89,3027,0.591684070240982,0.05410509184002876,-0.001227511209435761,0.0,0.0
scatter-backup,4093,89,3027,0.4939114007407366,0.0553913414478302,-0.0051157549023628235,0.0,0.0
scatter-backup,8089,89,3027,0.5167189472450382,0.05318707227706909,-0.006360734347254038,0.0,0.0
