mode,seed,frame,mask_pixels,nrmse,log_luma_mae,luminance_bias,masked_nonfinite_rate,full_nonfinite_rate
gather-robust,101,8,1788,0.5046079332494865,0.039822135120630264,-0.004406460095196962,0.0,0.0
gather-robust,1009,8,1788,0.41410441052613645,0.038660161197185516,-0.0031833637040108442,0.0,0.0
gather-robust,2027,8,1788,0.43929244275462803,0.03951423987746239,-0.0013608073350042105,0.0,0.0
gather-robust,4093,8,1788,0.4817945604738005,0.03925563395023346,-0.003090704558417201,0.0,0.0
gather-robust,8089,8,1788,0.4528781903368738,0.03992075473070145,-0.0048540555872023106,0.0,0.0
scatter-only,101,8,1788,0.8698261664694362,0.0913894772529602,0.0029349380638450384,0.0,0.0
scatter-only,1009,8,1788,0.8162893172624843,0.0908072292804718,-0.008552170358598232,0.0,0.0
scatter-only,2027,8,1788,0.8035399560286913,0.09048814326524734,-0.002498908434063196,0.0,0.0
scatter-only,4093,8,1788,0.8608647936180955,0.09143254160881042,-0.0036709089763462543,0.0,0.0
scatter-only,8089,8,1788,0.8025161623150358,0.09177528321743011,-0.004641598556190729,0.0,0.0
scatter-backup,101,8,1788,0.7269351657776288,0.05503113940358162,0.003598193172365427,0.0,0.0
scatter-backup,1009,8,1788,0.5656835222655221,0.0509304441511631,-0.001657141954638064,0.0,0.0
scatter-backup,2027,8,1788,0.5415593190941608,0.05163052678108215,-0.003168749390169978,0.0,0.0
scatter-backup,4093,8,1788,0.5247071826398735,0.05050869286060333,-0.0011327828979119658,0.0,0.0
scatter-backup,8089,8,1788,0.5062762774465013,0.05252166837453842,-0.001864145277068019,0.0,0.0
gather-robust,101,17,2817,0.5149232844901729,0.0343024842441082,8.817374327918515e-05,0.0,0.0
gather-robust,1009,17,2817,0.4258559874613109,0.03310152515769005,-0.003547441912814975,0.0,0.0
gather-robust,2027,17,2817,0.4598791814724129,0.033931732177734375,0.003042815485969186,0.0,0.0
gather-robust,4093,17,2817,0.4813641205065972,0.03442954272031784,-7.676164386793971e-05,0.0,0.0
gather-robust,8089,17,2817,0.42219332924113007,0.03308812528848648,-0.0017417771741747856,0.0,0.0
scatter-only,101,17,2817,0.873114603781662,0.07989367842674255,0.002749557141214609,0.0,0.0
scatter-only,1009,17,2817,0.8144003889245902,0.07754920423030853,-0.0019272613571956754,0.0,0.0
scatter-only,2027,17,2817,0.7851163578496109,0.07525869458913803,-0.0008428372093476355,0.0,0.0
scatter-only,4093,17,2817,0.8353115300213293,0.07860451191663742,-0.000839974032714963,0.0,0.0
scatter-only,8089,17,2817,0.8931909590341748,0.07903962582349777,-0.0009136966546066105,0.0,0.0
scatter-backup,101,17,2817,0.57484782867162,0.045217860490083694,-0.0010731060756370425,0.0,0.0
scatter-backup,1009,17,2817,0.6354107507563552,0.04637380689382553,0.00036112789530307055,0.0,0.0
scatter-backup,2027,17,2817,0.4882204900715349,0.0437534861266613,-0.004603474400937557,0.0,0.0
scatter-backup,4093,17,2817,0.6397268906728744,0.04726625606417656,0.0036405560094863176,0.0,0.0
scatter-backup,8089,17,2817,0.5041755987655028,0.043586865067481995,0.0012988947564736009,0.0,0.0
gather-robust,101,26,2934,0.516052093157857,0.03601580113172531,0.0036325568798929453,0.0,0.0
gather-robust,1009,26,2934,0.5330700452283512,0.03559810295701027,7.715254469076172e-05,0.0,0.0
gather-robust,2027,26,2934,0.47882387958626665,0.035025354474782944,-0.002426216844469309,0.0,0.0
gather-robust,4093,26,2934,0.47105736356465533,0.03441885486245155,-0.0012260300572961569,0.0,0.0
gather-robust,8089,26,2934,0.48880855306975923,0.035266388207674026,-0.0024171837139874697,0.0,0.0
scatter-only,101,26,2934,0.8672907552941111,0.07697201520204544,0.0005911883781664073,0.0,0.0
